p1 p2 p3
0.149 1.235 1
0.803 1.025 1
-0.108 -0.788 0
-0.539 1.398 1
0.113 0.408 0
1.671 -0.046 0
-0.151 1.305 0
-0.085 0.951 0
-0.640 -0.727 0
-0.437 -0.796 1
1.460 0.904 1
0.209 1.417 0
-0.146 -0.653 0
-0.001 1.516 1
-0.533 1.639 1
1.971 -0.017 0
-0.220 1.039 0
1.385 1.187 0
1.165 -0.639 1
-0.945 0.721 0
1.213 1.311 1
1.685 1.733 0
-0.927 1.812 0
0.200 0.261 0
1.781 -0.652 1
1.083 -0.436 1
-0.402 -0.712 0
-0.296 -0.544 0
0.337 1.225 1
0.655 -0.359 0
-0.297 0.307 0
1.084 -0.954 1
1.621 -0.429 1
0.028 0.151 0
1.574 0.276 0
0.748 0.327 1
1.930 0.238 0
0.057 0.167 0
-0.716 0.159 1
0.659 1.818 0
0.783 -0.033 0
1.480 0.318 1
0.463 0.141 0
-0.998 0.927 0
-0.415 -0.946 0
-0.406 -0.542 1
1.964 1.296 0
0.851 0.615 1
-0.698 1.017 0
1.919 -0.675 0
0.526 0.253 1
0.836 0.069 0
0.117 -0.736 1
-0.139 -0.782 1
-0.554 0.865 0
0.808 -0.637 0
0.105 1.758 0
-0.618 1.653 0
-0.757 0.871 0
-0.491 0.125 0
1.895 0.685 1
-0.330 -0.961 1
-0.677 1.569 1
-0.765 -0.791 0
0.340 1.117 0
0.797 1.339 0
1.651 1.477 0
-0.496 -0.645 1
-0.820 0.685 0
1.393 -0.263 0
1.410 1.002 0
1.723 0.858 0
-0.289 1.241 1
1.310 1.309 0
0.676 0.107 0
0.856 1.238 1
0.452 1.526 1
0.289 -0.317 1
0.078 0.978 1
0.088 -0.098 1
1.811 0.835 1
1.625 1.711 1
1.467 0.688 1
0.493 1.813 1
0.750 1.687 0
-0.161 -0.866 0
0.585 0.867 0
1.700 -0.844 0
-0.546 -0.510 1
0.336 -0.751 1
-0.273 1.368 0
1.561 0.005 1
0.997 1.206 1
-0.920 0.573 0
1.412 1.930 1
0.818 1.990 0
1.010 1.021 0
0.256 0.515 1
1.049 -0.150 0
0.766 0.962 1
-0.656 0.009 1
-0.061 -0.963 0
-0.402 1.647 0
-0.076 1.663 1
1.739 0.800 1
1.757 1.324 0
0.247 0.727 1
1.699 0.389 0
-0.508 1.244 1
1.563 1.451 1
1.068 -0.945 1
0.054 -0.342 1
-0.878 -0.916 0
1.097 1.047 1
1.692 0.814 0
0.175 0.877 0
0.036 1.616 0
-0.344 -0.036 1
-0.030 -0.920 1
-0.865 -0.989 1
1.197 1.357 1
-0.241 0.943 0
-0.357 0.482 0
1.564 0.242 0
0.790 1.715 0
-0.189 1.280 0
-0.992 0.871 0
1.315 -0.353 0
0.889 -0.346 0
0.778 1.493 0
-0.418 1.989 1
1.127 -0.146 0
-0.876 0.358 0
-0.157 0.990 1
1.774 0.131 1
1.297 1.716 0
0.347 0.901 0
1.081 1.734 0
-0.454 0.817 0
-0.656 -0.028 0
0.298 -0.086 1
1.122 1.911 1
1.083 -0.547 0
0.674 1.920 1
1.273 0.248 0
0.816 0.593 1
0.460 0.003 1
1.252 0.078 1
-0.208 1.643 0
0.906 1.411 0
-0.694 -0.349 0
-0.739 0.853 1
0.262 1.397 0
-0.313 0.217 0
0.473 -0.528 0
-0.223 1.208 0
0.645 0.027 1
1.679 1.752 1
0.702 -0.904 0
0.429 0.329 0
1.127 -0.059 1
1.287 -0.689 1
0.289 -0.626 0
0.068 1.289 0
-0.219 0.101 0
1.476 1.413 1
-0.248 1.048 1
0.436 -0.281 0
-0.761 1.694 1
1.430 0.466 1
1.500 -0.588 0
0.828 1.469 1
0.350 0.793 1
1.223 0.432 0
1.494 1.987 0
0.763 0.281 1
0.857 1.028 1
-0.514 1.497 1
0.920 0.178 1
1.650 -0.549 1
-0.946 1.251 1
-0.930 1.735 1
1.852 -0.050 0
1.449 -0.502 0
-0.538 0.202 1
-0.285 0.776 1
1.921 0.488 1
0.348 -0.172 0
-0.513 0.178 1
1.718 -0.529 1
-0.023 1.865 0
-0.581 -0.594 0
-0.907 0.696 1
-0.402 1.560 1
0.761 -0.289 0
1.293 -0.585 0
0.463 0.166 0
1.762 -0.658 1
0.570 -0.122 1
0.821 1.931 0
0.674 -0.451 1
1.173 0.333 0
1.922 -0.894 0
1.744 1.583 0
1.353 -0.969 0
-0.984 1.941 1
0.225 0.693 1
-0.641 0.222 0
-0.647 -0.314 0
0.365 1.130 0
-0.559 -0.844 0
1.183 -0.410 1
0.415 1.143 0
-0.150 0.084 1
-0.243 -0.096 0
1.625 1.982 1
1.835 1.254 1
-0.677 1.877 0
-0.755 1.898 1
0.647 0.918 0
1.132 0.761 0
0.524 -0.860 0
0.535 0.324 1
0.434 0.804 1
0.713 0.959 0
-0.251 0.724 0
1.480 0.257 0
1.061 -0.396 0
-0.460 0.366 0
-0.482 0.369 0
-0.180 -0.675 0
1.157 0.502 1
1.800 -0.609 0
1.238 1.373 1
-0.149 -0.619 0
0.574 1.573 1
0.566 0.997 1
-0.129 1.253 0
0.092 -0.835 0
-0.947 -0.553 0
-0.533 1.367 0
1.603 -0.583 1
0.950 0.974 0
-0.110 0.975 1
0.357 0.578 1
1.507 0.827 1
-0.611 1.326 1
0.603 0.899 0
1.974 0.257 0
-0.785 0.670 0
0.593 1.629 1
0.601 0.513 0
0.616 0.257 0
1.576 1.019 1
1.637 -0.154 1
1.845 1.338 1
1.802 0.320 0
0.333 -0.496 1
1.149 -0.839 1
-0.479 0.779 0
0.938 0.740 0
-0.220 0.977 0
1.983 0.649 0
1.704 1.801 1
1.988 -0.964 1
1.438 1.178 1
0.879 0.939 0
0.022 0.589 0
-0.864 0.617 0
-0.287 -0.596 0
1.132 0.884 1
-0.672 0.216 1
-0.542 1.444 1
0.569 1.173 1
0.262 1.224 0
1.362 -0.688 1
-0.418 -0.296 0
0.189 1.892 1
0.676 0.255 1
-0.579 0.729 1
0.360 0.470 0
1.650 -0.475 0
1.337 -0.504 1
-0.977 1.207 1
-0.467 1.371 0
0.579 0.257 0
0.430 -0.645 1
1.576 1.044 1
1.398 1.261 0
-0.171 -0.838 0
0.029 -0.207 1
-0.958 0.757 0
1.472 1.878 0
-0.859 1.869 0
0.764 -0.003 0
0.608 -0.245 1
0.164 -0.479 1
1.812 0.230 1
1.486 0.041 0
1.346 -0.001 1
0.436 -0.294 0
-0.642 0.987 0
0.937 1.554 1
0.886 -0.325 0
1.473 0.842 0
0.189 -0.565 0
1.413 1.387 0
0.081 0.858 0
0.350 0.892 0
0.266 0.092 1
-0.568 -0.717 1
-0.329 1.176 1
1.696 0.041 1
0.776 0.367 0
-0.599 1.536 0
0.952 -0.518 0
-0.637 -0.638 0
0.792 0.223 0
-0.716 -0.334 0
-0.557 0.516 0
-0.908 1.486 1
0.943 1.844 0
-0.734 -0.920 1
1.552 0.575 1
1.179 1.264 0
0.083 -0.696 0
0.421 1.741 1
1.240 -0.823 0
0.142 -0.563 0
-0.050 0.233 1
-0.622 -0.166 1
0.694 0.730 0
1.389 0.302 0
-0.157 1.483 0
-0.010 1.433 0
-0.012 0.197 1
0.883 -0.624 1
-0.722 -0.204 1
-0.004 1.168 0
0.750 0.762 1
-0.190 0.068 1
-0.336 1.466 1
0.694 0.891 1
-0.166 0.500 1
0.242 -0.660 1
1.964 1.012 1
0.602 -0.658 1
-0.020 -0.960 0
-0.190 -0.623 1
0.362 0.843 0
0.127 1.817 1
1.483 0.235 0
0.366 0.254 0
1.934 -0.080 1
-0.768 1.836 1
1.863 1.825 0
0.651 0.600 1
0.308 -0.570 1
0.103 0.806 1
0.527 -0.894 0
-0.040 0.267 0
-0.664 1.446 0
-0.187 -0.311 0
-0.562 -0.403 0
0.812 1.996 0
-0.241 0.597 0
-0.008 1.670 0
-0.219 0.706 1
1.615 0.083 0
-0.126 1.737 0
0.493 1.825 0
0.630 -0.606 0
0.331 1.046 0
1.198 0.604 0
1.055 -0.218 0
-0.385 0.848 0
0.146 1.293 0
1.140 -0.503 0
1.975 -0.606 0
1.587 -0.858 1
-0.866 -0.213 0
-0.338 0.932 0
0.772 1.400 1
-0.712 1.905 1
-0.075 0.714 0
1.949 0.318 1
-0.148 1.098 0
1.014 -0.012 0
0.369 0.146 1
-0.924 1.618 0
1.180 0.006 1
0.283 -0.866 0
1.209 1.714 0
1.672 -0.983 1
-0.061 1.531 0
1.502 -0.363 0
0.741 1.270 0
0.589 -0.412 0
1.205 -0.364 1
-0.364 -0.983 1
0.482 0.555 0
1.568 -0.038 1
-0.393 -0.493 0
0.867 -0.319 0
0.840 1.864 1
1.905 0.990 0
-0.004 1.217 0
0.272 0.592 0
1.779 1.716 1
-0.882 0.413 0
1.114 0.397 1
0.479 -0.065 0
-0.517 1.519 1
1.615 -0.472 0
-0.744 -0.103 0
-0.659 -0.216 1
0.026 -0.765 1
-0.641 -0.148 1
-0.058 -0.541 0
0.597 0.769 1
-0.961 1.050 1
-0.464 1.794 0
1.578 -0.621 1
-0.455 1.742 1
-0.627 -0.962 1
1.218 -0.684 0
-0.872 0.176 0
0.703 1.443 0
0.768 1.829 1
-0.964 0.603 1
1.776 1.256 1
1.478 -0.832 0
0.522 1.274 0
0.842 -0.270 1
1.597 1.584 0
1.833 0.437 1
-0.848 1.114 1
-0.623 1.326 1
1.221 -0.656 0
0.954 0.657 1
-0.934 -0.355 0
-0.064 -0.757 0
1.499 -0.391 0
1.914 0.790 0
-0.774 1.386 0
-0.962 -0.778 0
0.173 0.011 1
0.344 1.022 1
0.819 0.744 1
1.091 1.559 0
1.537 -0.600 0
-0.906 -0.574 1
-0.082 0.683 0
1.057 0.772 1
1.112 -0.482 1
0.906 1.633 0
0.153 0.387 1
-0.878 -0.731 0
-0.697 -0.340 0
0.076 -0.505 1
0.376 -0.070 1
-0.640 -0.986 1
-0.925 -0.654 1
0.123 -0.249 1
-0.673 0.943 1
1.401 1.190 0
-0.387 -0.018 0
0.453 0.699 1
-0.697 0.277 1
0.096 1.872 1
0.990 -0.468 0
0.031 0.857 1
-0.179 0.672 1
-0.815 1.691 0
1.836 1.180 0
0.040 0.632 0
-0.709 -0.574 0
-0.033 -0.504 0
-0.997 0.002 1
-0.444 -0.013 1
1.674 0.056 1
0.958 0.031 1
1.231 1.625 1
-0.792 1.108 0
1.156 1.970 1
-0.434 -0.410 1
-0.182 0.903 1
0.847 1.068 1
1.811 1.131 0
1.755 0.692 0
1.281 1.577 0
0.215 1.498 1
0.268 1.723 1
0.709 1.745 1
-0.971 1.941 1
-0.393 -0.752 1
0.379 -0.177 0
-0.498 0.711 0
1.023 0.516 1
1.543 0.060 0
-0.114 -0.942 1
-0.235 0.776 0
-0.551 0.707 0
1.429 1.230 0
0.084 1.280 0
1.349 0.014 1
-0.618 -0.521 1
0.229 0.277 1
-0.509 -0.769 0
0.994 1.055 0
1.450 -0.983 1
1.127 -0.392 1
1.516 1.207 1
1.998 1.750 0
1.506 -0.606 0
-0.802 1.185 1
0.122 0.726 1
1.878 -0.160 1
1.290 -0.760 1
0.072 0.195 0
0.492 -0.805 1
0.042 -0.379 1
0.099 1.407 1
1.600 1.710 1
-0.297 0.578 1
1.452 -0.388 1
0.451 -0.365 0
1.524 0.362 1
-0.618 -0.940 1
1.295 0.220 0
0.754 0.222 0
1.138 1.001 0
-0.618 1.715 0
1.644 1.409 0
1.971 0.686 0
1.963 -0.631 0
-0.555 -0.828 0
0.129 -0.637 0
1.286 0.433 0
1.404 0.761 0
-0.135 1.283 0
1.602 0.157 0
-0.226 1.427 0
-0.574 1.697 0
1.161 -0.210 1
1.803 -0.581 0
0.064 1.853 0
1.214 0.583 0
-0.258 1.988 0
0.029 0.003 1
0.009 0.786 0
0.841 1.383 0
0.569 0.396 0
1.798 1.648 1
0.349 1.854 1
-0.063 1.281 1
1.829 1.421 0
-0.483 1.652 0
-0.620 0.910 1
1.354 1.353 0
-0.405 -0.974 1
0.150 0.532 0
1.621 -0.306 0
1.832 1.226 0
0.496 1.397 0
0.882 0.696 0
1.480 0.503 1
1.669 1.755 1
0.386 -0.393 0
-0.213 1.107 1
1.918 -0.144 1
1.382 0.678 1
1.003 1.286 0
-0.506 -0.050 1
-0.878 -0.842 1
0.380 -0.708 1
1.646 0.287 1
0.855 -0.701 1
-0.834 -0.625 0
0.624 -0.883 1
1.831 -0.651 1
1.612 -0.216 1
0.679 0.690 1
0.300 0.558 1
-0.033 1.769 0
0.060 0.256 1
0.512 1.178 1
1.483 0.580 1
0.017 -0.935 0
0.717 -0.543 0
1.408 0.468 1
1.801 1.368 0
-0.834 -0.354 1
0.992 -0.317 1
0.661 -0.587 0
0.107 -0.005 0
1.487 -0.526 1
0.848 0.452 0
1.791 1.753 0
1.141 1.091 1
0.611 -0.267 1
-0.531 0.171 1
1.205 -0.216 0
1.200 1.508 1
0.389 -0.501 1
-0.071 -0.196 0
0.866 1.025 1
-0.198 0.987 0
1.562 -0.599 0
0.858 -0.464 1
1.959 -0.116 1
1.355 -0.177 1
-0.573 1.290 0
-0.892 0.441 1
0.558 -0.678 0
0.822 1.537 0
1.501 0.907 0
0.421 -0.852 1
0.293 1.526 1
1.387 -0.466 0
-0.807 0.550 1
-0.909 -0.491 0
0.016 0.570 0
1.125 1.778 0
1.465 -0.265 0
1.637 -0.734 0
1.467 1.083 0
-0.335 0.454 0
1.502 -0.128 1
1.468 -0.286 1
0.942 -0.084 0
0.860 0.637 1
-0.621 1.921 0
0.545 -0.628 0
0.961 -0.188 1
-0.550 -0.045 1
-0.275 0.070 0
0.055 1.647 0
-0.069 1.065 1
-0.269 0.261 0
-0.608 1.391 1
-0.929 0.502 0
1.814 1.195 0
0.222 0.295 0
1.121 -0.485 1
1.222 1.123 1
0.795 -0.391 0
1.331 -0.646 1
-0.792 1.293 0
-0.638 0.583 0
0.950 1.270 0
0.019 -0.043 0
0.171 1.466 1
1.229 0.512 1
1.907 1.363 1
1.473 0.509 1
0.418 1.331 0
0.122 0.763 1
1.519 1.962 0
-0.233 1.976 1
1.912 -0.595 1
1.557 1.075 1
0.525 0.697 1
-0.470 1.541 1
-0.161 -0.903 0
0.943 1.745 1
0.223 -0.580 1
0.613 0.279 0
-0.729 0.369 1
-0.757 0.291 0
-0.869 -0.129 1
-0.241 0.819 1
0.839 -0.594 0
-0.358 -0.878 0
0.656 1.346 0
0.262 1.014 0
0.395 -0.717 1
0.213 0.200 1
1.761 0.365 1
-0.358 1.604 1
-0.320 1.629 1
0.587 1.709 0
1.632 1.335 1
0.306 0.885 0
0.989 0.296 1
1.615 -0.275 0
0.342 -0.782 1
1.217 0.376 0
0.841 1.025 1
1.038 0.877 0
-0.478 0.200 1
0.560 0.485 1
0.644 1.112 0
0.153 1.016 1
-0.978 -0.646 1
0.409 1.173 0
1.360 1.075 1
0.477 1.884 0
1.584 -0.689 1
1.394 1.628 0
0.175 0.322 0
-0.581 -0.224 0
1.504 0.923 0
-0.633 1.921 0
1.163 0.817 0
-0.059 0.211 1
-0.699 1.929 1
-0.932 0.684 1
0.954 0.743 0
1.228 1.598 1
0.381 0.627 1
-0.207 0.768 0
0.399 -0.825 0
0.355 1.897 1
0.709 1.535 1
1.062 1.913 1
0.239 -0.256 0
1.951 1.296 0
1.469 -0.940 1
1.282 1.416 1
1.770 1.300 0
-0.132 0.867 0
1.734 -0.835 0
1.415 -0.204 1
0.511 -0.416 1
-0.153 0.241 0
-0.864 1.036 0
1.647 -0.540 0
-0.131 -0.107 1
-0.816 0.269 0
1.525 1.746 0
0.051 -0.629 1
-0.192 1.745 1
1.397 1.692 1
1.643 -0.074 0
-0.742 0.714 0
-0.488 0.548 0
-0.106 -0.193 0
1.785 1.426 1
0.120 -0.437 0
-0.945 0.264 1
-0.361 -0.869 0
1.471 -0.012 0
0.376 -0.452 1
0.068 1.080 0
1.815 0.073 0
-0.893 1.908 0
1.324 -0.479 1
-0.598 1.068 0
-0.503 -0.405 1
1.657 1.705 0
1.482 1.222 1
-0.203 -0.142 1
-0.684 -0.118 0
0.305 1.786 1
1.257 0.947 1
1.551 1.303 0
0.121 1.009 1
-0.873 1.113 1
0.612 1.216 1
-0.819 0.143 1
0.656 1.605 0
0.750 0.873 0
1.733 0.436 0
1.095 0.674 0
0.215 1.522 1
0.028 0.139 0
1.693 -0.431 0
0.256 1.415 0
1.317 0.501 0
0.702 -0.460 0
-0.877 1.801 1
0.848 -0.227 1
-0.630 1.838 1
1.066 0.929 0
-0.127 -0.795 1
1.948 1.712 0
1.336 0.051 0
-0.359 0.047 0
0.685 0.413 1
1.183 0.416 0
1.401 0.548 0
-0.168 -0.811 1
1.855 0.274 1
0.405 1.960 0
0.639 -0.707 1
1.604 0.875 1
0.902 -0.469 1
1.356 1.972 1
1.680 0.469 1
1.142 0.511 0
0.233 -0.522 0
0.332 0.306 1
-0.625 0.151 0
1.519 -0.939 1
1.810 1.636 0
-0.149 -0.299 1
0.465 1.970 1
1.365 -0.291 0
0.820 0.411 0
1.320 0.455 0
0.246 1.776 1
0.532 0.531 1
-0.665 1.767 1
-0.297 0.085 0
0.237 1.310 1
1.760 1.155 0
0.987 1.887 0
1.185 0.999 0
0.845 -0.131 0
-0.653 -0.567 1
1.626 0.847 1
0.840 -0.840 0
-0.966 -0.029 1
-0.189 -0.894 0
-0.006 0.277 1
1.297 1.753 0
-0.012 0.024 1
-0.442 1.470 0
1.386 0.027 1
0.408 1.852 1
0.782 0.990 1
0.552 -0.955 1
-0.678 -0.161 1
1.915 0.087 1
0.044 0.056 1
0.978 1.237 0
1.208 0.009 0
1.113 1.309 1
0.628 1.294 1
-0.089 -0.991 0
-0.992 1.056 1
-0.479 1.260 1
-0.727 1.334 0
0.979 0.546 1
1.906 -0.613 1
0.546 -0.764 1
-0.723 1.029 1
0.035 -0.077 0
1.978 -0.036 1
1.151 0.755 0
1.157 1.119 1
1.819 1.769 0
1.851 0.974 0
0.522 1.224 0
1.321 -0.100 0
-0.372 -0.064 1
-0.620 1.490 0
1.732 1.607 1
1.732 1.891 1
1.981 0.165 1
1.303 -0.859 0
0.411 -0.911 1
0.575 1.499 0
1.283 -0.249 1
-0.083 1.780 0
-0.588 0.744 1
-0.076 1.688 1
1.500 -0.785 1
-0.258 -0.852 1
1.474 0.201 0
0.409 1.642 1
-0.185 0.962 1
1.183 -0.460 0
0.894 1.313 1
0.881 1.436 1
0.303 0.956 1
1.205 -0.524 1
1.190 1.819 1
0.082 -0.302 1
-0.407 0.383 0
1.993 0.362 1
1.771 0.017 0
0.308 -0.718 1
1.538 1.315 0
0.620 0.162 1
1.599 0.425 1
1.077 -0.072 1
0.878 1.383 0
1.716 -0.940 1
1.858 0.450 1
0.796 1.931 0
1.909 -0.561 1
-0.867 1.132 1
1.624 0.055 1
0.429 -0.189 1
0.150 0.223 0
1.612 0.006 1
1.526 1.426 1
0.161 1.975 0
-0.991 0.032 0
0.448 -0.466 1
0.415 1.636 1
1.066 1.386 1
1.447 1.385 1
-0.838 0.457 0
0.032 -0.685 0
-0.227 -0.771 0
0.651 -0.313 0
0.159 1.071 1
-0.325 0.316 1
0.134 0.578 1
-0.305 1.904 1
-0.597 -0.104 1
1.860 1.378 0
-0.109 0.063 0
0.208 -0.781 0
1.079 0.338 1
1.997 -0.202 0
0.339 -0.465 0
-0.959 1.707 1
1.262 -0.640 0
1.046 -0.905 1
-0.003 0.736 0
1.937 -0.002 0
0.580 -0.853 0
-0.805 1.675 1
-0.728 -0.038 1
0.190 0.942 0
0.886 -0.226 1
0.516 0.503 1
1.127 -0.269 1
0.320 -0.718 1
0.920 -0.130 0
1.640 -0.238 0
1.748 1.450 1
1.734 -0.687 1
-0.021 -0.713 0
0.418 1.528 1
1.208 0.083 1
0.395 -0.445 1
0.582 0.766 1
0.591 0.430 0
1.137 1.815 0
0.488 0.413 0
1.134 1.602 0
0.456 1.319 1
1.388 1.720 1
1.087 1.852 1
-0.399 -0.684 0
1.530 -0.063 1
1.700 -0.573 1
-0.178 0.056 1
-0.834 -0.687 0
1.222 1.579 1
-0.630 1.789 1
1.545 1.099 0
0.904 0.557 0
-0.506 -0.235 1
0.916 0.545 0
1.996 0.612 1
1.444 1.234 0
1.531 1.901 1
-0.253 -0.007 1
0.471 1.446 0
1.639 0.416 1
1.408 -0.050 0
0.825 1.651 1
-0.510 0.341 0
-0.771 1.734 0
0.754 0.099 1
-0.666 -0.074 0
0.460 0.594 0
1.510 1.040 1
-0.579 0.420 0
0.350 0.781 1
1.343 -0.276 1
1.001 0.074 1
0.150 0.544 1
1.502 0.402 0
-0.675 0.138 0
1.110 1.134 0
0.237 1.322 1
1.641 1.862 0
1.479 0.799 1
1.798 0.736 0
0.200 0.495 0
-0.491 0.791 0
1.436 -0.108 1
-0.747 0.289 0
-0.553 -0.640 0
0.401 0.042 0
0.048 -0.509 0
-0.454 0.755 0
-0.058 -0.566 0
0.836 -0.646 0
1.054 0.226 0
1.309 -0.680 1
-0.132 1.126 0
-0.777 -0.976 0
-0.248 0.949 0
1.393 0.058 1
1.300 1.398 1
-0.478 -0.429 1
0.660 0.400 1
-0.462 -0.401 1
1.869 -0.564 1
1.921 0.401 0
1.185 0.876 1
-0.959 1.793 0
0.425 1.312 1
1.492 0.479 0
1.290 1.894 1
0.421 1.383 0
1.709 -0.342 1
0.866 0.988 1
0.161 1.864 1
0.085 -0.335 1
-0.982 0.325 0
0.894 1.004 0
0.871 1.747 0
-0.004 1.156 0
0.870 0.054 0
-0.683 1.156 0
-0.949 1.729 1
1.339 0.264 0
-0.327 -0.859 0
0.432 0.295 0
0.551 -0.117 1
0.188 -0.047 1
-0.611 1.104 0
-0.244 0.163 0
-0.887 1.841 0
0.173 -0.593 0
0.205 -0.648 1
0.698 0.055 1
1.033 -0.548 1
0.146 1.700 1
0.193 1.846 0
0.220 -0.509 0
0.830 -0.541 1
1.847 -0.537 0
1.983 0.772 1
0.507 -0.123 1
0.911 0.157 0
1.572 1.547 0
0.428 1.205 0
1.634 -0.824 1
0.238 0.064 1
1.841 1.692 1
-0.732 0.773 0
-0.770 0.575 1
-0.002 -0.411 1
1.061 0.196 1
-0.201 1.329 1
-0.853 -0.854 0
-0.736 1.695 1
0.194 0.576 1
0.540 1.613 1
1.126 0.520 0
1.665 -0.435 0
-0.574 -0.761 1
1.898 0.922 1
-0.537 -0.452 1
0.054 -0.724 0
-0.170 1.150 1
0.837 1.774 0
0.676 -0.029 1
-0.828 -0.545 1
1.038 1.493 0
-0.459 -0.423 1
1.173 0.086 1
1.314 -0.045 1
0.899 -0.658 1
1.085 1.293 0
-0.082 1.410 1
-0.000 0.517 0
0.156 1.327 0
1.097 1.109 0
1.094 1.352 0
-0.364 1.438 1
0.103 0.300 1
-0.569 0.097 1
0.776 -0.126 1
1.186 0.234 1
-0.739 1.001 1
1.826 0.887 1
-0.405 -0.838 1
1.834 -0.685 1
1.036 -0.273 1
-0.420 1.332 1
-0.599 -0.712 1
-0.344 0.642 0
-0.608 1.995 1
-0.790 -0.828 0
1.935 1.885 0
0.280 -0.598 1
-0.488 0.215 1
0.124 1.703 0
0.494 0.802 0
1.558 0.668 0
1.472 1.348 1
1.285 1.444 1
0.596 1.780 0
1.231 -0.931 1
0.902 -0.420 1
0.878 1.803 0
0.649 -0.883 1
0.595 -0.541 1
0.652 1.985 0
0.977 -0.259 0
1.615 -0.670 1
1.170 0.576 0
0.464 -0.808 1
-0.788 0.445 0
0.681 1.828 0
0.362 1.719 0
0.634 1.053 1
0.434 0.989 0
1.919 -0.428 0
1.134 -0.596 1
1.681 -0.690 0
0.385 0.002 0
1.959 -0.252 0
-0.329 1.040 1
0.012 1.258 0
1.361 0.335 0
1.654 1.431 0
-0.952 1.590 0
0.589 -0.585 0
-0.120 1.731 0
1.744 -0.751 1
0.894 1.239 1
1.599 0.190 1
0.349 1.484 0
0.525 1.055 0
-0.939 1.060 1
-0.885 0.546 0
0.732 0.114 0
-0.484 -0.411 1
-0.710 0.684 1
-0.234 -0.334 0
1.214 0.028 1
-0.876 0.148 0
1.876 0.962 0
-0.595 0.627 0
-0.131 0.189 0
-0.687 -0.750 0
1.340 -0.365 0
-0.227 -0.944 0
-0.674 1.782 1
-0.733 1.303 1
0.087 1.000 1
0.165 0.806 1
0.438 0.881 1
-0.939 1.270 1
0.081 0.574 1
0.101 -0.382 0
0.944 1.116 1
0.323 -0.665 0
-0.492 1.766 0
0.987 1.789 1
-0.858 1.338 1
-0.093 -0.427 0
0.440 1.538 1
0.787 1.835 1
-0.450 0.289 1
0.553 1.613 1
0.508 -0.925 0
-0.315 -0.834 0
-0.425 0.265 1
-0.444 0.308 0
1.564 0.452 1
1.757 1.743 0
-0.820 0.784 1
0.436 -0.602 1
-0.652 1.298 1
0.631 1.753 0
0.551 0.253 0
-0.400 0.179 0
-0.843 1.465 0
0.159 1.269 1
0.761 -0.363 1
-0.989 1.170 0
0.510 0.694 1
1.082 0.920 0
1.440 -0.882 0
-0.146 -0.221 0
1.813 -0.719 0
1.696 -0.440 0
-0.559 -0.227 0
1.203 1.967 1
1.029 0.744 1
0.521 1.927 0
0.503 1.230 0
0.688 0.921 1
1.344 1.491 1
0.963 1.320 1
1.923 1.342 1
0.160 -0.285 1
0.832 0.485 0
-0.015 0.255 1
1.220 0.848 0
1.361 -0.022 1
-0.877 1.912 0
-0.228 0.141 0
0.800 1.046 0
0.587 1.561 0
0.067 1.844 1
0.399 1.941 1
-0.372 0.454 0
0.356 1.207 1
1.407 0.912 1
0.495 -0.160 1
1.887 -0.521 0
-0.925 -0.790 1
1.438 0.968 1
-0.088 0.911 0
0.653 1.084 1
0.708 -0.910 0
1.680 0.753 1
1.391 1.785 1
-0.445 1.455 0
-0.560 0.254 0
-0.462 -0.438 1
-0.773 0.313 0
0.444 0.665 1
-0.655 1.665 0
0.977 -0.086 0
-0.059 0.236 0
-0.938 0.345 0
0.052 1.508 0
-0.819 0.217 0
-0.062 -0.149 0
0.704 0.345 0
-0.586 1.857 1
0.224 1.433 0
1.182 0.675 1
1.890 0.407 0
1.170 0.342 0
-0.263 0.748 0
1.859 0.117 0
1.026 0.827 0
0.618 1.814 0
0.571 -0.764 1
1.041 1.139 0
-0.925 -0.876 1
-0.724 -0.985 0
-0.534 -0.473 1
-0.641 -0.074 0
-0.776 0.704 0
0.551 0.241 0
-0.281 -0.528 0
1.665 -0.447 0
-0.455 1.532 1
1.406 -0.990 1
1.849 -0.189 1
0.699 1.649 0
-0.331 -0.208 0
1.027 -0.270 1
-0.737 1.843 0
1.759 0.066 0
0.447 0.557 0
-0.513 0.363 1
-0.076 1.084 0
1.361 0.545 0
-0.380 1.459 0
1.416 1.094 1
-0.983 0.942 0
0.914 0.382 0
1.485 1.348 1
0.667 -0.001 1
1.616 1.381 0
1.380 0.095 0
1.559 1.966 0
-0.021 -0.294 0
-0.649 1.585 1
-0.055 -0.908 1
0.251 -0.392 1
-0.351 1.068 0
0.074 1.628 1
0.683 -0.664 1
0.523 -0.206 0
0.196 1.824 0
-0.475 0.141 0
0.224 -0.987 0
1.561 0.930 0
1.026 0.272 0
0.001 -0.025 1
-0.582 0.195 0
0.437 0.980 0
1.104 0.930 0
1.019 0.870 0
-0.992 0.513 0
1.783 0.128 1
1.613 1.205 0
0.989 0.124 1
0.290 1.819 1
-0.550 -0.551 0
1.629 1.060 1
0.872 1.254 1
1.781 -0.146 0
-0.821 1.573 1
1.781 -0.319 0
0.854 0.668 0
0.889 -0.087 0
1.266 1.351 0
0.920 0.141 0
-0.992 0.328 0
0.578 1.515 0
0.229 -0.475 0
0.788 1.071 0
0.966 1.421 0
0.032 0.068 1
1.477 0.389 0
0.680 -0.679 1
1.577 0.021 1
-0.675 -0.466 0
0.971 -0.536 1
0.116 0.633 0
1.584 -0.245 1
0.088 0.099 1
